rank_overall,rank_in_order,Common name,Order,Family,Abundance estimate,Scientific name,normalized_sci_name,species_code,sum_abundance_mean,first_abundance
463,48,Steller's Eider,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",2675130,Polysticta stelleri,polystictastelleri,steeid,0.0092,3e-4
464,13,Osprey,Accipitriformes,Pandionidae (Osprey),2657166,Pandion haliaetus,pandionhaliaetus,osprey,0.07339999999999999,0.0235
465,80,Aleutian Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",2652093,Onychoprion aleuticus,onychoprionaleuticus,aleter1,0.0031,0.0017
466,219,Cactus Wren,Passeriformes,Troglodytidae (Wrens),2577408,Campylorhynchus brunneicapillus,campylorhynchusbrunneicapillus,cacwre,0.0429,0.0429
467,220,Sprague's Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),2528589,Anthus spragueii,anthusspragueii,sprpip,0.0169,0.0106
468,221,Connecticut Warbler,Passeriformes,Parulidae (New World Warblers),2526427,Oporornis agilis,oporornisagilis,conwar,0.0018999999999999998,3e-4
469,222,Sagebrush Sparrow,Passeriformes,Passerellidae (New World Sparrows),2521200,Artemisiospiza nevadensis,artemisiospizanevadensis,sagspa1,0.0566,0.0136
470,223,Black-tailed Gnatcatcher,Passeriformes,Polioptilidae (Gnatcatchers),2507969,Polioptila melanura,polioptilamelanura,bktgna,0.0319,0.0319
471,81,Black Oystercatcher,Charadriiformes,Haematopodidae (Oystercatchers),2475260,Haematopus bachmani,haematopusbachmani,blkoys,0.0097,0.0035
472,224,Brown-headed Nuthatch,Passeriformes,Sittidae (Nuthatches),2468792,Sitta pusilla,sittapusilla,bnhnut,0.0455,0.0455
473,10,Northern Bobwhite,Galliformes,Odontophoridae (New World Quail),2466028,Colinus virginianus,colinusvirginianus,norbob,0.1834,0.1834
474,9,Acorn Woodpecker,Piciformes,Picidae (Woodpeckers),2462650,Melanerpes formicivorus,melanerpesformicivorus,acowoo,0.0365,0.0365
475,225,Northern Beardless-Tyrannulet,Passeriformes,Tyrannidae (Tyrant Flycatchers),2430583,Camptostoma imberbe,camptostomaimberbe,nobtyr,0.0012,7e-4
476,226,Couch's Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),2322121,Tyrannus couchii,tyrannuscouchii,coukin,0.0083,0.0083
477,227,Yellow-eyed Junco,Passeriformes,Passerellidae (New World Sparrows),2272404,Junco phaeonotus,juncophaeonotus,yeejun,5e-4,5e-4
478,11,Plain Chachalaca,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",2243214,Ortalis vetula,ortalisvetula,placha,1e-4,1e-4
479,10,Nuttall's Woodpecker,Piciformes,Picidae (Woodpeckers),2218314,Dryobates nuttallii,dryobatesnuttallii,nutwoo,0.0118,0.0118
480,14,Gray Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",2197816,Buteo plagiatus,buteoplagiatus,gryhaw2,0.0011,7e-4
481,15,Vaux's Swift,Caprimulgiformes,Apodidae (Swifts),2170104,Chaetura vauxi,chaeturavauxi,vauswi,0.1121,0.0152
482,228,Black-crested Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",2150823,Baeolophus atricristatus,baeolophusatricristatus,blctit4,0.0375,0.0375
483,17,Least Bittern,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",2137610,Ixobrychus exilis,ixobrychusexilis,leabit,0.0058,0.0029
484,229,Gray Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),2100522,Empidonax wrightii,empidonaxwrightii,gryfly,0.0591,0.0173
485,230,Cordilleran Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),2094536,Empidonax occidentalis,empidonaxoccidentalis,corfly,0.0295,0.0225
486,5,Aplomado Falcon,Falconiformes,Falconidae (Falcons and Caracaras),2012090,Falco femoralis,falcofemoralis,aplfal,0,0
487,231,Rose-throated Becard,Passeriformes,Tityridae (Tityras and Allies),1978747,Pachyramphus aglaiae,pachyramphusaglaiae,rotbec,0,0
488,232,Lawrence's Goldfinch,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",1960904,Spinus lawrencei,spinuslawrencei,lawgol,0.034100000000000005,0.0102
489,233,Woodhouse's Scrub-Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1948407,Aphelocoma woodhouseii,aphelocomawoodhouseii,wooscj2,0.045,0.045
490,234,California Scrub-Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1940297,Aphelocoma californica,aphelocomacalifornica,cowscj1,0.0457,0.0457
491,235,Hutton's Vireo,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",1892097,Vireo huttoni,vireohuttoni,hutvir,0.0155,0.0155
492,236,Orange-billed Nightingale-Thrush,Passeriformes,Turdidae (Thrushes and Allies),1882602,Catharus aurantiirostris,catharusaurantiirostris,obnthr1,0,0
493,11,Red-headed Woodpecker,Piciformes,Picidae (Woodpeckers),1815209,Melanerpes erythrocephalus,melanerpeserythrocephalus,rehwoo,0.3913,0.1215
494,49,Masked Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",1800137,Nomonyx dominicus,nomonyxdominicus,masduc,0,0
495,8,Long-eared Owl,Strigiformes,Strigidae (Owls),1797542,Asio otus,asiootus,loeowl,0.0031999999999999997,5e-4
496,12,Red-breasted Sapsucker,Piciformes,Picidae (Woodpeckers),1792429,Sphyrapicus ruber,sphyrapicusruber,rebsap,0.031400000000000004,0.0118
497,16,Eastern Whip-poor-will,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),1767806,Antrostomus vociferus,antrostomusvociferus,easwpw1,0.0563,0.0317
498,4,Mangrove Cuckoo,Cuculiformes,Cuculidae (Cuckoos),1758807,Coccyzus minor,coccyzusminor,mancuc,0,0
499,12,Ruffed Grouse,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",1755721,Bonasa umbellus,bonasaumbellus,rufgro,0.0569,0.0569
500,15,White-tailed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1753032,Geranoaetus albicaudatus,geranoaetusalbicaudatus,whthaw,0.0024,0.0024
501,237,Pygmy Nuthatch,Passeriformes,Sittidae (Nuthatches),1751996,Sitta pygmaea,sittapygmaea,pygnut,0.0354,0.0354
502,238,Cassin's Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),1725616,Tyrannus vociferans,tyrannusvociferans,caskin,0.0616,0.0322
503,16,Northern Goshawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1712821,Accipiter gentilis,accipitergentilis,norgos,0.027299999999999998,0.0021
504,17,Common Black Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1703763,Buteogallus anthracinus,buteogallusanthracinus,comblh1,0.0014000000000000002,8e-4
505,239,Sage Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),1680548,Oreoscoptes montanus,oreoscoptesmontanus,sagthr,0.0941,0.0326
506,13,American Three-toed Woodpecker,Piciformes,Picidae (Woodpeckers),1678680,Picoides dorsalis,picoidesdorsalis,attwoo1,0.0109,0.0109
507,240,Canyon Wren,Passeriformes,Troglodytidae (Wrens),1659606,Catherpes mexicanus,catherpesmexicanus,canwre,0.024,0.024
508,241,Altamira Oriole,Passeriformes,Icteridae (Troupials and Allies),1644410,Icterus gularis,icterusgularis,altori,0,0
509,242,Tricolored Blackbird,Passeriformes,Icteridae (Troupials and Allies),1638584,Agelaius tricolor,agelaiustricolor,tribla,0.0526,0.0526
510,243,Mexican Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1625230,Aphelocoma wollweberi,aphelocomawollweberi,mexjay4,0.0056,0.0056
511,244,Rufous-crowned Sparrow,Passeriformes,Passerellidae (New World Sparrows),1607966,Aimophila ruficeps,aimophilaruficeps,rucspa,0.0206,0.0206
512,245,Green Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1599865,Cyanocorax yncas,cyanocoraxyncas,grnjay,0.0132,0.0132
513,14,Ladder-backed Woodpecker,Piciformes,Picidae (Woodpeckers),1563825,Dryobates scalaris,dryobatesscalaris,labwoo,0.0551,0.0551
514,7,Clark's Grebe,Podicipediformes,Podicipedidae (Grebes),1561115,Aechmophorus clarkii,aechmophorusclarkii,clagre,0.0073,0.0025
515,246,Thick-billed Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),1542747,Tyrannus crassirostris,tyrannuscrassirostris,thbkin,0,0
516,17,Antillean Nighthawk,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),1529421,Chordeiles gundlachii,chordeilesgundlachii,antnig,0,0
517,247,Blue-winged Warbler,Passeriformes,Parulidae (New World Warblers),1528031,Vermivora cyanoptera,vermivoracyanoptera,buwwar,0.0382,0.0137
518,18,Short-tailed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1520986,Buteo brachyurus,buteobrachyurus,shthaw,4e-4,4e-4
519,15,Gilded Flicker,Piciformes,Picidae (Woodpeckers),1500251,Colaptes chrysoides,colapteschrysoides,gilfli,0.0046,0.0046
520,248,Louisiana Waterthrush,Passeriformes,Parulidae (New World Warblers),1496916,Parkesia motacilla,parkesiamotacilla,louwat,0.0775,0.0357
521,249,Verdin,Passeriformes,Remizidae (Penduline-Tits),1472401,Auriparus flaviceps,auriparusflaviceps,verdin,0.0699,0.0699
522,1,Elegant Trogon,Trogoniformes,Trogonidae (Trogons),1449734,Trogon elegans,trogonelegans,eletro,1e-4,1e-4
523,250,Cassin's Finch,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",1444893,Haemorhous cassinii,haemorhouscassinii,casfin,0.17359999999999998,0.0608
524,251,Phainopepla,Passeriformes,Ptiliogonatidae (Silky-flycatchers),1434999,Phainopepla nitens,phainopeplanitens,phaino,0.0388,0.0388
525,9,Clapper Rail,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",1434067,Rallus crepitans,ralluscrepitans,clarai11,0.0074,0.002
526,252,Hooded Oriole,Passeriformes,Icteridae (Troupials and Allies),1401016,Icterus cucullatus,icteruscucullatus,hooori,0.0182,0.0105
527,253,Fish Crow,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1366656,Corvus ossifragus,corvusossifragus,fiscro,0.465,0.0752
528,10,Virginia Rail,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",1311282,Rallus limicola,ralluslimicola,virrai,0.0197,0.0069
529,16,Black-backed Woodpecker,Piciformes,Picidae (Woodpeckers),1297213,Picoides arcticus,picoidesarcticus,bkbwoo,0.0034,0.0034
530,19,Sharp-shinned Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1282643,Accipiter striatus,accipiterstriatus,shshaw,0.1181,0.0049
531,20,Mississippi Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1246978,Ictinia mississippiensis,ictiniamississippiensis,miskit,0.1121,0.0589
532,18,Rivoli's Hummingbird,Caprimulgiformes,Trochilidae (Hummingbirds),1235568,Eugenes fulgens,eugenesfulgens,maghum1,1e-4,1e-4
533,17,Red-naped Sapsucker,Piciformes,Picidae (Woodpeckers),1229404,Sphyrapicus nuchalis,sphyrapicusnuchalis,rensap,0.0494,0.0164
534,50,Emperor Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",1229041,Anser canagicus,ansercanagicus,empgoo,0.0596,0.0063
535,19,Mexican Violetear,Caprimulgiformes,Trochilidae (Hummingbirds),1219067,Colibri thalassinus,colibrithalassinus,grnvie1,0,0
536,254,Cave Swallow,Passeriformes,Hirundinidae (Swallows),1203222,Petrochelidon fulva,petrochelidonfulva,cavswa,0.1267,0.0413
537,255,Yellow-billed Magpie,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1195742,Pica nuttalli,picanuttalli,yebmag,0.0028,0.0028
538,18,American Bittern,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",1090945,Botaurus lentiginosus,botauruslentiginosus,amebit,0.013,0.0055
539,256,Golden-winged Warbler,Passeriformes,Parulidae (New World Warblers),1066346,Vermivora chrysoptera,vermivorachrysoptera,gowwar,0.0182,0.0062
540,5,Black-billed Cuckoo,Cuculiformes,Cuculidae (Cuckoos),1040875,Coccyzus erythropthalmus,coccyzuserythropthalmus,bkbcuc,0.0315,0.0171
541,9,Western Screech-Owl,Strigiformes,Strigidae (Owls),1012379,Megascops kennicottii,megascopskennicottii,wesowl1,0.0141,0.0141
542,21,White-tailed Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1005770,Elanus leucurus,elanusleucurus,whtkit,0.0018,0.0018
543,257,Painted Redstart,Passeriformes,Parulidae (New World Warblers),987555,Myioborus pictus,myioboruspictus,paired,0.0056,0.0019
544,258,Pinyon Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",954939,Gymnorhinus cyanocephalus,gymnorhinuscyanocephalus,pinjay,0.2571,0.2571
545,259,California Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),954156,Toxostoma redivivum,toxostomaredivivum,calthr,0.0064,0.0064
546,20,Blue-throated Hummingbird,Caprimulgiformes,Trochilidae (Hummingbirds),936960,Lampornis clemenciae,lampornisclemenciae,buthum,0,0
547,6,Greater Roadrunner,Cuculiformes,Cuculidae (Cuckoos),933608,Geococcyx californianus,geococcyxcalifornianus,greroa,0.0326,0.0326
548,260,Cerulean Warbler,Passeriformes,Parulidae (New World Warblers),899893,Setophaga cerulea,setophagacerulea,cerwar,0.012299999999999998,0.0062
549,261,Gray Vireo,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",856231,Vireo vicinior,vireovicinior,gryvir,0.0052,0
550,262,Crescent-chested Warbler,Passeriformes,Parulidae (New World Warblers),822505,Oreothlypis superciliosa,oreothlypissuperciliosa,crcwar,0,0
551,263,Audubon's Oriole,Passeriformes,Icteridae (Troupials and Allies),793060,Icterus graduacauda,icterusgraduacauda,audori,0.002,0.002
552,21,Common Poorwill,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),778403,Phalaenoptilus nuttallii,phalaenoptilusnuttallii,compoo,0.10700000000000001,0.0635
553,10,Eastern Screech-Owl,Strigiformes,Strigidae (Owls),762610,Megascops asio,megascopsasio,easowl1,0.0751,0.0751
554,264,Chihuahuan Raven,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",753541,Corvus cryptoleucus,corvuscryptoleucus,chirav,0.049,0.049
555,22,Lucifer Hummingbird,Caprimulgiformes,Trochilidae (Hummingbirds),750983,Calothorax lucifer,calothoraxlucifer,luchum,5e-4,1e-4
556,13,Sharp-tailed Grouse,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",743991,Tympanuchus phasianellus,tympanuchusphasianellus,shtgro,0.128,0.128
557,265,Mexican Chickadee,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",714932,Poecile sclateri,poecilesclateri,mexchi,0,0
558,6,Red-crowned Parrot,Psittaciformes,Psittacidae (New World and African Parrots),701627,Amazona viridigenalis,amazonaviridigenalis,recpar,7e-4,7e-4
559,82,American Woodcock,Charadriiformes,Scolopacidae (Sandpipers and Allies),698716,Scolopax minor,scolopaxminor,amewoo,0.1177,0.0118
560,83,Mountain Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),697302,Charadrius montanus,charadriusmontanus,mouplo,0.0039,5e-4
561,266,Greater Pewee,Passeriformes,Tyrannidae (Tyrant Flycatchers),610894,Contopus pertinax,contopuspertinax,grepew,3.0000000000000003e-4,2e-4
562,267,Olive Warbler,Passeriformes,Peucedramidae (Olive Warbler),596362,Peucedramus taeniatus,peucedramustaeniatus,oliwar,6e-4,6e-4
563,268,Black Rosy-Finch,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",583462,Leucosticte atrata,leucosticteatrata,bkrfin,0.013399999999999999,0.0027
564,269,Buff-breasted Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),566520,Empidonax fulvifrons,empidonaxfulvifrons,bubfly,0,0
565,270,Red-faced Warbler,Passeriformes,Parulidae (New World Warblers),553045,Cardellina rubrifrons,cardellinarubrifrons,refwar,0.0025,0.0014
566,271,Rufous-winged Sparrow,Passeriformes,Passerellidae (New World Sparrows),552448,Peucaea carpalis,peucaeacarpalis,ruwspa,0.0022,0.0022
567,23,Buff-bellied Hummingbird,Caprimulgiformes,Trochilidae (Hummingbirds),540598,Amazilia yucatanensis,amaziliayucatanensis,bubhum,0,0
568,272,California Gnatcatcher,Passeriformes,Polioptilidae (Gnatcatchers),536415,Polioptila californica,polioptilacalifornica,calgna,2e-4,2e-4
569,273,Long-billed Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),518013,Toxostoma longirostre,toxostomalongirostre,lobthr,0.0068,0.0068
570,274,Swainson's Warbler,Passeriformes,Parulidae (New World Warblers),474907,Limnothlypis swainsonii,limnothlypisswainsonii,swawar,0.011699999999999999,0.0069
571,11,Whooping Crane,Gruiformes,Gruidae (Cranes),446204,Grus americana,grusamericana,whocra,4e-4,1e-4
572,275,Black-chinned Sparrow,Passeriformes,Passerellidae (New World Sparrows),421334,Spizella atrogularis,spizellaatrogularis,bkcspa,0.0118,0.0048
573,24,Black Swift,Caprimulgiformes,Apodidae (Swifts),407663,Cypseloides niger,cypseloidesniger,blkswi,0.0049,0.0029
574,276,Juniper Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",398557,Baeolophus ridgwayi,baeolophusridgwayi,juntit1,0.0178,0.0178
575,277,Bell's Sparrow,Passeriformes,Passerellidae (New World Sparrows),373333,Artemisiospiza belli,artemisiospizabelli,belspa2,0.025099999999999997,0.0056
576,278,Brown-capped Rosy-Finch,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",364243,Leucosticte australis,leucosticteaustralis,bcrfin,0.0143,7e-4
577,279,Black-capped Vireo,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",353289,Vireo atricapilla,vireoatricapilla,bkcvir1,0.0045000000000000005,0.0037
578,280,Clark's Nutcracker,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",352967,Nucifraga columbiana,nucifragacolumbiana,clanut,0.0943,0.0943
579,11,Northern Saw-whet Owl,Strigiformes,Strigidae (Owls),336152,Aegolius acadicus,aegoliusacadicus,nswowl,0.0383,0.002
580,51,Spectacled Eider,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",327035,Somateria fischeri,somateriafischeri,speeid,0.0011,0.0011
581,14,Greater Prairie-Chicken,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",319332,Tympanuchus cupido,tympanuchuscupido,grpchi,0.0674,0.0674
582,281,American Dipper,Passeriformes,Cinclidae (Dippers),307011,Cinclus mexicanus,cinclusmexicanus,amedip,0.0048,0.0048
583,282,Abert's Towhee,Passeriformes,Passerellidae (New World Sparrows),296667,Melozone aberti,melozoneaberti,abetow,0.0061,0.0061
584,15,Greater Sage-Grouse,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",295714,Centrocercus urophasianus,centrocercusurophasianus,saggro,0.0912,0.0912
585,283,Henslow's Sparrow,Passeriformes,Passerellidae (New World Sparrows),283124,Centronyx henslowii,centronyxhenslowii,henspa,0.015300000000000001,0.01
586,284,Fan-tailed Warbler,Passeriformes,Parulidae (New World Warblers),280453,Basileuterus lachrymosus,basileuteruslachrymosus,fatwar,0,0
587,25,Mexican Whip-poor-will,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),272542,Antrostomus arizonae,antrostomusarizonae,souwpw1,0.0013,9e-4
588,12,King Rail,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",260297,Rallus elegans,ralluselegans,kinrai4,0.0036,0.001
589,285,Golden-cheeked Warbler,Passeriformes,Parulidae (New World Warblers),225808,Setophaga chrysoparia,setophagachrysoparia,gchwar,0.003,0.0015
590,286,Bridled Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",216597,Baeolophus wollweberi,baeolophuswollweberi,britit,0.0063,0.0063
591,22,Ferruginous Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",206156,Buteo regalis,buteoregalis,ferhaw,0.0358,0.0052
592,12,Northern Pygmy-Owl,Strigiformes,Strigidae (Owls),204313,Glaucidium gnoma,glaucidiumgnoma,nopowl,0.0063,0.0063
593,16,Montezuma Quail,Galliformes,Odontophoridae (New World Quail),203089,Cyrtonyx montezumae,cyrtonyxmontezumae,monqua,0.0012,0.0012
594,287,Seaside Sparrow,Passeriformes,Passerellidae (New World Sparrows),196702,Ammospiza maritima,ammospizamaritima,seaspa,0.0053,0.0026
595,17,Sooty Grouse,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",192833,Dendragapus fuliginosus,dendragapusfuliginosus,soogro1,0.0077,0.0077
596,13,Black Rail,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",173792,Laterallus jamaicensis,laterallusjamaicensis,blkrai,0,0
597,288,Crimson-collared Grosbeak,Passeriformes,Cardinalidae (Cardinals and Allies),170974,Rhodothraupis celaeno,rhodothraupiscelaeno,crcgro,0,0
598,23,Zone-tailed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",164601,Buteo albonotatus,buteoalbonotatus,zothaw,0.0046,0.0022
599,6,Prairie Falcon,Falconiformes,Falconidae (Falcons and Caracaras),157611,Falco mexicanus,falcomexicanus,prafal,0.0404,0.0057
600,13,Whiskered Screech-Owl,Strigiformes,Strigidae (Owls),154812,Megascops trichopsis,megascopstrichopsis,whsowl1,2e-4,2e-4
601,18,Red-cockaded Woodpecker,Piciformes,Picidae (Woodpeckers),152263,Dryobates borealis,dryobatesborealis,recwoo,0.0025,0.0025
602,289,Kirtland's Warbler,Passeriformes,Parulidae (New World Warblers),140417,Setophaga kirtlandii,setophagakirtlandii,kirwar,5e-4,2e-4
603,19,Williamson's Sapsucker,Piciformes,Picidae (Woodpeckers),131208,Sphyrapicus thyroideus,sphyrapicusthyroideus,wilsap,0.0131,0.0051
604,18,Dusky Grouse,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",128408,Dendragapus obscurus,dendragapusobscurus,dusgro,0.0109,0.0109
605,290,Saltmarsh Sparrow,Passeriformes,Passerellidae (New World Sparrows),121215,Ammospiza caudacuta,ammospizacaudacuta,sstspa,4e-4,2e-4
606,20,Arizona Woodpecker,Piciformes,Picidae (Woodpeckers),120506,Dryobates arizonae,dryobatesarizonae,ariwoo,3e-4,3e-4
607,291,Bendire's Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),110350,Toxostoma bendirei,toxostomabendirei,benthr,0.0029,0.0013
608,292,Bachman's Sparrow,Passeriformes,Passerellidae (New World Sparrows),103004,Peucaea aestivalis,peucaeaaestivalis,bacspa,0.0079,0.0079
609,21,Lewis's Woodpecker,Piciformes,Picidae (Woodpeckers),100094,Melanerpes lewis,melanerpeslewis,lewwoo,0.0212,0.0048
610,3,California Condor,Cathartiformes,Cathartidae (New World Vultures),94220,Gymnogyps californianus,gymnogypscalifornianus,calcon,3e-4,3e-4
611,19,Mountain Quail,Galliformes,Odontophoridae (New World Quail),87015,Oreortyx pictus,oreortyxpictus,mouqua,0.0171,0.0171
612,20,White-tailed Ptarmigan,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",85480,Lagopus leucura,lagopusleucura,whtpta1,0.0078,0.0078
613,22,White-headed Woodpecker,Piciformes,Picidae (Woodpeckers),78716,Dryobates albolarvatus,dryobatesalbolarvatus,whhwoo,0.0042,0.0042
614,293,Crissal Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),53171,Toxostoma crissale,toxostomacrissale,crithr,0.0134,0.0134
615,294,LeConte's Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),27885,Toxostoma lecontei,toxostomalecontei,lecthr,0.0018,0.0018
616,14,Flammulated Owl,Strigiformes,Strigidae (Owls),23823,Psiloscops flammeolus,psiloscopsflammeolus,flaowl,0.0087,0.0065
617,295,Cassia Crossbill,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",22428,Loxia sinesciuris,loxiasinesciuris,redcro9,0,0
618,296,Island Scrub-Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",8368,Aphelocoma insularis,aphelocomainsularis,issjay,1e-4,1e-4
619,297,Florida Scrub-Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",7629,Aphelocoma coerulescens,aphelocomacoerulescens,flsjay,4e-4,4e-4
620,14,Ridgway's Rail,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",7624,Rallus obsoletus,rallusobsoletus,ridrai1,0,0
621,298,Bicknell's Thrush,Passeriformes,Turdidae (Thrushes and Allies),3894,Catharus bicknelli,catharusbicknelli,bicthr,9e-4,6e-4
