rowname,common_name,normalized_name,abundance_sum,correct_string_1,correct_string_2,experiment_1_stimulus,species_code
320,Osprey,osprey,0.07339999999999999,osprey,NA,NA,osprey
321,Boreal Chickadee,borealchickadee,0.0716,NA,NA,NA,borchi2
322,Black-throated Gray Warbler,blackthroatedgraywarbler,0.0715,NA,NA,NA,btywar
323,Glossy Ibis,glossyibis,0.07039999999999999,NA,NA,NA,gloibi
324,Verdin,verdin,0.0699,NA,NA,NA,verdin
325,Kentucky Warbler,kentuckywarbler,0.0697,NA,NA,NA,kenwar
326,Whimbrel,whimbrel,0.0692,NA,NA,NA,whimbr
327,Black-throated Blue Warbler,blackthroatedbluewarbler,0.0686,NA,NA,NA,btbwar
328,Black-crowned Night-Heron,blackcrownednightheron,0.0678,nightheron,heron,NA,bcnher
329,Greater Prairie-Chicken,greaterprairiechicken,0.0674,NA,NA,NA,grpchi
330,Thick-billed Longspur,thickbilledlongspur,0.06709999999999999,NA,NA,NA,mcclon
331,Scaled Quail,scaledquail,0.067,NA,NA,NA,scaqua
332,Arctic Tern,arctictern,0.0663,NA,NA,NA,arcter
333,Baird's Sandpiper,bairdssandpiper,0.0653,NA,NA,NA,baisan
334,Merlin,merlin,0.0637,NA,NA,NA,merlin
335,Rock Sandpiper,rocksandpiper,0.0619,NA,NA,NA,rocsan
336,Lucy's Warbler,lucyswarbler,0.06169999999999999,NA,NA,NA,lucwar
337,Cassin's Kingbird,cassinskingbird,0.0616,NA,NA,NA,caskin
338,Hammond's Flycatcher,hammondsflycatcher,0.0615,NA,NA,NA,hamfly
339,Sora,sora,0.06130000000000001,NA,NA,NA,sora
340,Emperor Goose,emperorgoose,0.0596,NA,NA,NA,empgoo
341,Tricolored Heron,tricoloredheron,0.059399999999999994,NA,NA,NA,triher
342,Gray Flycatcher,grayflycatcher,0.0591,NA,NA,NA,gryfly
343,Least Tern,leasttern,0.059,NA,NA,NA,leater1
344,Ruffed Grouse,ruffedgrouse,0.0569,NA,NA,NA,rufgro
345,Northern Shrike,northernshrike,0.0567,NA,NA,NA,norshr4
346,Sagebrush Sparrow,sagebrushsparrow,0.0566,NA,NA,NA,sagspa1
347,Eastern Whip-poor-will,easternwhippoorwill,0.0563,NA,NA,NA,easwpw1
348,Cassin's Vireo,cassinsvireo,0.055900000000000005,NA,NA,NA,casvir
349,Ladder-backed Woodpecker,ladderbackedwoodpecker,0.0551,NA,NA,NA,labwoo
350,Short-eared Owl,shortearedowl,0.0538,NA,NA,NA,sheowl
351,Tricolored Blackbird,tricoloredblackbird,0.0526,NA,NA,NA,tribla
352,Barrow's Goldeneye,barrowsgoldeneye,0.0525,goldeneye,NA,NA,bargol
353,American Black Duck,americanblackduck,0.052,NA,NA,NA,ambduc
354,Short-billed Dowitcher,shortbilleddowitcher,0.051699999999999996,NA,NA,NA,shbdow
355,White-rumped Sandpiper,whiterumpedsandpiper,0.0506,NA,NA,NA,whrsan
356,Red-naped Sapsucker,rednapedsapsucker,0.0494,NA,NA,NA,rensap
357,Caspian Tern,caspiantern,0.0492,NA,NA,NA,caster1
358,Chihuahuan Raven,chihuahuanraven,0.049,NA,NA,NA,chirav
359,Rufous Hummingbird,rufoushummingbird,0.048100000000000004,NA,NA,NA,rufhum
360,Plumbeous Vireo,plumbeousvireo,0.0476,NA,NA,NA,plsvir
361,Pigeon Guillemot,pigeonguillemot,0.0465,NA,NA,NA,piggui
362,Vermilion Flycatcher,vermilionflycatcher,0.0461,NA,NA,NA,verfly
363,California Scrub-Jay,californiascrubjay,0.0457,NA,NA,NA,cowscj1
364,Brown-headed Nuthatch,brownheadednuthatch,0.0455,NA,NA,NA,bnhnut
365,Horned Grebe,hornedgrebe,0.0453,NA,NA,NA,horgre
366,Woodhouse's Scrub-Jay,woodhousesscrubjay,0.045,NA,NA,NA,wooscj2
367,Burrowing Owl,burrowingowl,0.044700000000000004,NA,NA,NA,burowl
368,Solitary Sandpiper,solitarysandpiper,0.0442,NA,NA,NA,solsan
369,Roseate Spoonbill,roseatespoonbill,0.044199999999999996,NA,NA,NA,rosspo1
370,Ruddy Turnstone,ruddyturnstone,0.0432,NA,NA,NA,rudtur
371,Cactus Wren,cactuswren,0.0429,NA,NA,NA,cacwre
372,Northern Wheatear,northernwheatear,0.0426,NA,NA,NA,norwhe
373,Prairie Falcon,prairiefalcon,0.0404,NA,NA,NA,prafal
374,Phainopepla,phainopepla,0.0388,NA,NA,NA,phaino
375,Northern Saw-whet Owl,northernsawwhetowl,0.0383,NA,NA,NA,nswowl
376,Blue-winged Warbler,bluewingedwarbler,0.0382,NA,NA,NA,buwwar
377,Pyrrhuloxia,pyrrhuloxia,0.038,NA,NA,NA,pyrrhu
378,Black-crested Titmouse,blackcrestedtitmouse,0.0375,NA,NA,NA,blctit4
379,Pelagic Cormorant,pelagiccormorant,0.0366,NA,NA,NA,pelcor
380,Acorn Woodpecker,acornwoodpecker,0.0365,NA,NA,NA,acowoo
381,Ferruginous Hawk,ferruginoushawk,0.0358,NA,NA,NA,ferhaw
382,Bay-breasted Warbler,baybreastedwarbler,0.035500000000000004,NA,NA,NA,babwar
383,Pygmy Nuthatch,pygmynuthatch,0.0354,NA,NA,NA,pygnut
384,Worm-eating Warbler,wormeatingwarbler,0.035,NA,NA,NA,woewar1
385,Red-throated Loon,redthroatedloon,0.0348,NA,NA,NA,retloo
386,Lawrence's Goldfinch,lawrencesgoldfinch,0.034100000000000005,NA,NA,NA,lawgol
387,Cape May Warbler,capemaywarbler,0.0339,NA,NA,NA,camwar
388,Bronzed Cowbird,bronzedcowbird,0.0336,NA,NA,NA,brocow
389,King Eider,kingeider,0.0336,NA,NA,NA,kineid
390,Canada Warbler,canadawarbler,0.0332,NA,NA,NA,canwar
391,Greater Roadrunner,greaterroadrunner,0.0326,NA,NA,NA,greroa
392,Black-tailed Gnatcatcher,blacktailedgnatcatcher,0.0319,NA,NA,NA,bktgna
393,Neotropic Cormorant,neotropiccormorant,0.0319,NA,NA,NA,neocor
394,Black-billed Cuckoo,blackbilledcuckoo,0.0315,NA,NA,NA,bkbcuc
395,Red-breasted Sapsucker,redbreastedsapsucker,0.031400000000000004,NA,NA,NA,rebsap
396,Black Turnstone,blackturnstone,0.031100000000000003,NA,NA,NA,blktur
397,Western Gull,westerngull,0.0311,NA,NA,NA,wesgul
398,Rock Ptarmigan,rockptarmigan,0.0302,NA,NA,NA,rocpta1
399,Hoary Redpoll,hoaryredpoll,0.029699999999999997,NA,NA,NA,hoared
400,Cordilleran Flycatcher,cordilleranflycatcher,0.0295,NA,NA,NA,corfly
401,Common Ground Dove,commongrounddove,0.0287,NA,NA,NA,cogdov
402,Hermit Warbler,hermitwarbler,0.028499999999999998,NA,NA,NA,herwar
403,Virginia's Warbler,virginiaswarbler,0.0281,NA,NA,NA,virwar
404,Spruce Grouse,sprucegrouse,0.028,NA,NA,NA,sprgro
405,Mourning Warbler,mourningwarbler,0.0279,NA,NA,NA,mouwar
406,Curve-billed Thrasher,curvebilledthrasher,0.0273,NA,NA,NA,cubthr
407,Northern Goshawk,northerngoshawk,0.027299999999999998,NA,NA,NA,norgos
408,LeConte's Sparrow,lecontessparrow,0.0271,NA,NA,NA,lecspa
409,Crested Caracara,crestedcaracara,0.0271,NA,NA,NA,y00678
410,Brown-crested Flycatcher,browncrestedflycatcher,0.027,NA,NA,NA,bncfly
411,Golden-fronted Woodpecker,goldenfrontedwoodpecker,0.0265,NA,NA,NA,gofwoo
412,Willow Ptarmigan,willowptarmigan,0.0262,NA,NA,NA,wilpta
413,Long-tailed Jaeger,longtailedjaeger,0.026,NA,NA,NA,lotjae
414,Great Black-backed Gull,greatblackbackedgull,0.0255,NA,NA,NA,gbbgul
415,Bell's Sparrow,bellssparrow,0.025099999999999997,NA,NA,NA,belspa2
416,Canyon Wren,canyonwren,0.024,NA,NA,NA,canwre
417,Barn Owl,barnowl,0.0232,NA,NA,NA,brnowl
418,Red Knot,redknot,0.023100000000000002,NA,NA,NA,redkno
419,California Towhee,californiatowhee,0.0229,NA,NA,NA,caltow
420,Canyon Towhee,canyontowhee,0.0227,NA,NA,NA,cantow
421,Heermann's Gull,heermannsgull,0.0222,NA,NA,NA,heegul
422,Chukar,chukar,0.0218,NA,NA,NA,chukar
423,Gray Partridge,graypartridge,0.0217,NA,NA,NA,grypar
424,Brandt's Cormorant,brandtscormorant,0.0212,NA,NA,NA,bracor
425,Lewis's Woodpecker,lewisswoodpecker,0.0212,NA,NA,NA,lewwoo
426,Smith's Longspur,smithslongspur,0.0208,NA,NA,NA,smilon
427,Rufous-crowned Sparrow,rufouscrownedsparrow,0.0206,NA,NA,NA,rucspa
428,Costa's Hummingbird,costashummingbird,0.0204,NA,NA,NA,coshum
429,Virginia Rail,virginiarail,0.0197,NA,NA,NA,virrai
430,Swallow-tailed Kite,swallowtailedkite,0.019499999999999997,NA,NA,NA,swtkit
431,Oak Titmouse,oaktitmouse,0.0189,NA,NA,NA,oaktit
432,Red-necked Grebe,redneckedgrebe,0.0189,NA,NA,NA,rengre
433,Arctic Warbler,arcticwarbler,0.018899999999999997,NA,NA,NA,arcwar1
434,Golden-winged Warbler,goldenwingedwarbler,0.0182,NA,NA,NA,gowwar
435,Hooded Oriole,hoodedoriole,0.0182,NA,NA,NA,hooori
436,Peregrine Falcon,peregrinefalcon,0.0182,NA,NA,NA,perfal
437,Scott's Oriole,scottsoriole,0.0179,NA,NA,NA,scoori
438,Wrentit,wrentit,0.0179,NA,NA,NA,wrenti
439,Juniper Titmouse,junipertitmouse,0.0178,NA,NA,NA,juntit1
440,Fulvous Whistling-Duck,fulvouswhistlingduck,0.0171,NA,NA,NA,fuwduc
441,Mountain Quail,mountainquail,0.0171,NA,NA,NA,mouqua
442,Yellow-bellied Flycatcher,yellowbelliedflycatcher,0.0171,NA,NA,NA,yebfly
443,Sprague's Pipit,spraguespipit,0.0169,pipit,NA,NA,sprpip
444,Philadelphia Vireo,philadelphiavireo,0.0168,NA,NA,NA,phivir
445,Gila Woodpecker,gilawoodpecker,0.0157,NA,NA,NA,gilwoo
446,Hutton's Vireo,huttonsvireo,0.0155,NA,NA,NA,hutvir
447,Henslow's Sparrow,henslowssparrow,0.015300000000000001,NA,NA,NA,henspa
448,Yellow-crowned Night-Heron,yellowcrownednightheron,0.015,NA,NA,NA,ycnher
449,Mute Swan,muteswan,0.0149,swan,NA,x,mutswa
450,Mottled Duck,mottledduck,0.0149,NA,NA,NA,motduc
451,Buff-breasted Sandpiper,buffbreastedsandpiper,0.0146,NA,NA,NA,bubsan
452,Brown-capped Rosy-Finch,browncappedrosyfinch,0.0143,NA,NA,NA,bcrfin
453,Eastern Yellow Wagtail,easternyellowwagtail,0.0142,NA,NA,NA,eaywag
454,Western Screech-Owl,westernscreechowl,0.0141,NA,NA,NA,wesowl1
455,Baird's Sparrow,bairdssparrow,0.013900000000000001,NA,NA,NA,baispa
456,Crissal Thrasher,crissalthrasher,0.0134,NA,NA,NA,crithr
457,Black Rosy-Finch,blackrosyfinch,0.013399999999999999,NA,NA,NA,bkrfin
458,Green Jay,greenjay,0.0132,NA,NA,NA,grnjay
459,Pacific Golden-Plover,pacificgoldenplover,0.0132,NA,NA,NA,pagplo
460,Parasitic Jaeger,parasiticjaeger,0.0131,NA,NA,NA,parjae
461,Williamson's Sapsucker,williamsonssapsucker,0.0131,NA,NA,NA,wilsap
462,American Bittern,americanbittern,0.013,NA,NA,NA,amebit
463,Hudsonian Godwit,hudsoniangodwit,0.0126,NA,NA,NA,hudgod
464,Surfbird,surfbird,0.012400000000000001,NA,NA,NA,surfbi
465,Cerulean Warbler,ceruleanwarbler,0.012299999999999998,NA,NA,NA,cerwar
466,Black-chinned Sparrow,blackchinnedsparrow,0.0118,NA,NA,NA,bkcspa
467,Nuttall's Woodpecker,nuttallswoodpecker,0.0118,NA,NA,NA,nutwoo
468,Swainson's Warbler,swainsonswarbler,0.011699999999999999,NA,NA,NA,swawar
469,American Three-toed Woodpecker,americanthreetoedwoodpecker,0.0109,NA,NA,NA,attwoo1
470,Dusky Grouse,duskygrouse,0.0109,NA,NA,NA,dusgro
471,Bar-tailed Godwit,bartailedgodwit,0.0106,NA,NA,NA,batgod
472,American Oystercatcher,americanoystercatcher,0.009899999999999999,NA,NA,NA,ameoys
473,Elegant Tern,eleganttern,0.009899999999999999,NA,NA,NA,eleter1
474,Calliope Hummingbird,calliopehummingbird,0.0098,NA,NA,NA,calhum
475,Olive Sparrow,olivesparrow,0.0098,NA,NA,NA,olispa
476,Black Oystercatcher,blackoystercatcher,0.0097,NA,NA,NA,blkoys
477,Steller's Eider,stellerseider,0.0092,NA,NA,NA,steeid
478,Grace's Warbler,graceswarbler,0.0089,NA,NA,NA,grawar
479,Flammulated Owl,flammulatedowl,0.0087,NA,NA,NA,flaowl
480,Couch's Kingbird,couchskingbird,0.0083,NA,NA,NA,coukin
481,Bachman's Sparrow,bachmanssparrow,0.0079,NA,NA,NA,bacspa
482,White-tailed Ptarmigan,whitetailedptarmigan,0.0078,NA,NA,NA,whtpta1
483,Sooty Grouse,sootygrouse,0.0077,NA,NA,NA,soogro1
484,Clapper Rail,clapperrail,0.0074,NA,NA,NA,clarai11
485,Allen's Hummingbird,allenshummingbird,0.0073,NA,NA,NA,allhum
486,Bluethroat,bluethroat,0.0073,NA,NA,NA,blueth
487,Clark's Grebe,clarksgrebe,0.0073,NA,NA,NA,clagre
488,Common Myna,commonmyna,0.0072,NA,NA,NA,commyn
489,Snowy Plover,snowyplover,0.0069,NA,NA,NA,snoplo5
490,Magnificent Frigatebird,magnificentfrigatebird,0.0068000000000000005,NA,NA,NA,magfri
491,Long-billed Thrasher,longbilledthrasher,0.0068,NA,NA,NA,lobthr
492,Wandering Tattler,wanderingtattler,0.006799999999999999,NA,NA,NA,wantat1
493,Harris's Hawk,harrisshawk,0.0065,NA,NA,NA,hrshaw
494,California Thrasher,californiathrasher,0.0064,NA,NA,NA,calthr
495,Bridled Titmouse,bridledtitmouse,0.0063,NA,NA,NA,britit
496,Northern Pygmy-Owl,northernpygmyowl,0.0063,NA,NA,NA,nopowl
497,Abert's Towhee,abertstowhee,0.0061,NA,NA,NA,abetow
498,Least Bittern,leastbittern,0.0058,NA,NA,NA,leabit
499,Mexican Jay,mexicanjay,0.0056,NA,NA,NA,mexjay4
500,Painted Redstart,paintedredstart,0.0056,NA,NA,NA,paired
501,Common Pauraque,commonpauraque,0.0053,NA,NA,NA,compau
502,Seaside Sparrow,seasidesparrow,0.0053,NA,NA,NA,seaspa
503,Gray Vireo,grayvireo,0.0052,NA,NA,NA,gryvir
504,Hepatic Tanager,hepatictanager,0.0051,NA,NA,NA,heptan
505,Snowy Owl,snowyowl,0.005,NA,NA,NA,snoowl1
506,Black Swift,blackswift,0.0049,NA,NA,NA,blkswi
507,Iceland Gull,icelandgull,0.0048000000000000004,NA,NA,NA,y00478
508,American Dipper,americandipper,0.0048,NA,NA,NA,amedip
509,Nelson's Sparrow,nelsonssparrow,0.0048,NA,NA,NA,nstspa
510,Eurasian Tree Sparrow,eurasiantreesparrow,0.0047,NA,NA,NA,eutspa
511,Gilded Flicker,gildedflicker,0.0046,NA,NA,NA,gilfli
512,Purple Gallinule,purplegallinule,0.0046,NA,NA,NA,purgal2
513,Zone-tailed Hawk,zonetailedhawk,0.0046,NA,NA,NA,zothaw
514,Black-capped Vireo,blackcappedvireo,0.0045000000000000005,NA,NA,NA,bkcvir1
515,Great Kiskadee,greatkiskadee,0.0045,NA,NA,NA,grekis
516,Wilson's Plover,wilsonsplover,0.0043,NA,NA,NA,wilplo
517,Lesser Prairie-Chicken,lesserprairiechicken,0.0042,NA,NA,NA,lepchi
518,White-headed Woodpecker,whiteheadedwoodpecker,0.0042,NA,NA,NA,whhwoo
519,Pomarine Jaeger,pomarinejaeger,0.0041,NA,NA,NA,pomjae
520,Piping Plover,pipingplover,0.004,NA,NA,NA,pipplo
521,Roseate Tern,roseatetern,0.004,NA,NA,NA,roster
522,Gull-billed Tern,gullbilledtern,0.0039,NA,NA,NA,gubter1
523,Mountain Plover,mountainplover,0.0039,NA,NA,NA,mouplo
524,Yellow-billed Loon,yellowbilledloon,0.0038,NA,NA,NA,yebloo
525,King Rail,kingrail,0.0036,NA,NA,NA,kinrai4
526,Scaly-breasted Munia,scalybreastedmunia,0.0035,NA,NA,NA,nutman
527,Black-backed Woodpecker,blackbackedwoodpecker,0.0034,NA,NA,NA,bkbwoo
528,Spotted Dove,spotteddove,0.0034,NA,NA,NA,spodov
529,Long-eared Owl,longearedowl,0.0031999999999999997,NA,NA,NA,loeowl
530,Aleutian Tern,aleutiantern,0.0031,NA,NA,NA,aleter1
531,Limpkin,limpkin,0.0031,NA,NA,NA,limpki
532,Golden-cheeked Warbler,goldencheekedwarbler,0.003,NA,NA,NA,gchwar
533,Bendire's Thrasher,bendiresthrasher,0.0029,NA,NA,NA,benthr
534,Yellow-billed Magpie,yellowbilledmagpie,0.0028,NA,NA,NA,yebmag
535,Groove-billed Ani,groovebilledani,0.0027,NA,NA,NA,grbani
536,Lesser Black-backed Gull,lesserblackbackedgull,0.0027,NA,NA,NA,lbbgul
537,Dusky-capped Flycatcher,duskycappedflycatcher,0.0026999999999999997,NA,NA,NA,ducfly
538,Broad-billed/Turquoise-crowned Hummingbird,broadbilled/turquoisecrownedhummingbird,0.0026,NA,NA,NA,y00374
539,Red-cockaded Woodpecker,redcockadedwoodpecker,0.0025,NA,NA,NA,recwoo
540,Red-faced Warbler,redfacedwarbler,0.0025,NA,NA,NA,refwar
541,Inca Dove,incadove,0.0024,NA,NA,NA,incdov
542,White-tailed Hawk,whitetailedhawk,0.0024,NA,NA,NA,whthaw
543,Bristle-thighed Curlew,bristlethighedcurlew,0.0022,NA,NA,NA,brtcur
544,Rufous-winged Sparrow,rufouswingedsparrow,0.0022,NA,NA,NA,ruwspa
545,Northern Hawk Owl,northernhawkowl,0.0021,NA,NA,NA,nohowl
546,Audubon's Oriole,audubonsoriole,0.002,NA,NA,NA,audori
547,Purple Sandpiper,purplesandpiper,0.0019000000000000002,NA,NA,NA,pursan
548,Great Cormorant,greatcormorant,0.0019,NA,NA,NA,grecor
549,Reddish Egret,reddishegret,0.0019,NA,NA,NA,redegr
550,Connecticut Warbler,connecticutwarbler,0.0018999999999999998,NA,NA,NA,conwar
551,LeConte's Thrasher,lecontesthrasher,0.0018,NA,NA,NA,lecthr
552,White-tailed Kite,whitetailedkite,0.0018,NA,NA,NA,whtkit
553,Japanese Bush Warbler,japanesebushwarbler,0.0017000000000000001,NA,NA,NA,jabwar
554,Common Black Hawk,commonblackhawk,0.0014000000000000002,NA,NA,NA,comblh1
555,Mexican Whip-poor-will,mexicanwhippoorwill,0.0013,NA,NA,NA,souwpw1
556,Eurasian Wigeon,eurasianwigeon,0.0012000000000000001,NA,NA,NA,eurwig
557,Montezuma Quail,montezumaquail,0.0012,NA,NA,NA,monqua
558,Northern Beardless-Tyrannulet,northernbeardlesstyrannulet,0.0012,NA,NA,NA,nobtyr
559,Eurasian Skylark,eurasianskylark,0.0012,NA,NA,NA,skylar
560,White Wagtail,whitewagtail,0.0012,NA,NA,NA,whiwag
561,Gray Hawk,grayhawk,0.0011,NA,NA,NA,gryhaw2
562,Spectacled Eider,spectacledeider,0.0011,NA,NA,NA,speeid
563,Bicknell's Thrush,bicknellsthrush,9e-4,NA,NA,NA,bicthr
564,Muscovy Duck,muscovyduck,9e-4,NA,NA,NA,musduc
565,Least Grebe,leastgrebe,8e-4,NA,NA,NA,leagre
566,White-tipped Dove,whitetippeddove,8e-4,NA,NA,NA,whtdov
567,Red-crowned Parrot,redcrownedparrot,7e-4,NA,NA,NA,recpar
568,Spotted Owl,spottedowl,7e-4,NA,NA,NA,spoowl
569,Tropical Kingbird,tropicalkingbird,6.000000000000001e-4,NA,NA,NA,trokin
570,Mexican Duck,mexicanduck,6e-4,NA,NA,NA,mexduc
571,Olive Warbler,olivewarbler,6e-4,NA,NA,NA,oliwar
572,Egyptian Goose,egyptiangoose,5e-4,NA,NA,NA,egygoo
573,Gray Kingbird,graykingbird,5e-4,NA,NA,NA,grykin
574,Kirtland's Warbler,kirtlandswarbler,5e-4,NA,NA,NA,kirwar
575,Lucifer Hummingbird,luciferhummingbird,5e-4,NA,NA,NA,luchum
576,Monk Parakeet,monkparakeet,5e-4,NA,NA,NA,monpar
577,Snail Kite,snailkite,5e-4,NA,NA,NA,snakit
578,White-crowned Pigeon,whitecrownedpigeon,5e-4,NA,NA,NA,whcpig2
579,Yellow-eyed Junco,yelloweyedjunco,5e-4,NA,NA,NA,yeejun
580,Yellow Rail,yellowrail,5e-4,NA,NA,NA,yelrai
581,Florida Scrub-Jay,floridascrubjay,4e-4,NA,NA,NA,flsjay
582,Short-tailed Hawk,shorttailedhawk,4e-4,NA,NA,NA,shthaw
583,Saltmarsh Sparrow,saltmarshsparrow,4e-4,NA,NA,NA,sstspa
584,Whooping Crane,whoopingcrane,4e-4,NA,NA,NA,whocra
585,Greater Pewee,greaterpewee,3.0000000000000003e-4,NA,NA,NA,grepew
586,Arizona Woodpecker,arizonawoodpecker,3e-4,NA,NA,NA,ariwoo
587,Nanday Parakeet,nandayparakeet,3e-4,NA,NA,NA,bkhpar
588,California Condor,californiacondor,3e-4,NA,NA,NA,calcon
589,Arctic Loon,arcticloon,2e-4,NA,NA,NA,arcloo
590,California Gnatcatcher,californiagnatcatcher,2e-4,NA,NA,NA,calgna
591,Whiskered Screech-Owl,whiskeredscreechowl,2e-4,NA,NA,NA,whsowl1
592,Elegant Trogon,eleganttrogon,1e-4,NA,NA,NA,eletro
593,Ferruginous Pygmy-Owl,ferruginouspygmyowl,1e-4,NA,NA,NA,fepowl
594,Green Kingfisher,greenkingfisher,1e-4,NA,NA,NA,grnkin
595,Island Scrub-Jay,islandscrubjay,1e-4,NA,NA,NA,issjay
596,Rivoli's Hummingbird,rivolishummingbird,1e-4,NA,NA,NA,maghum1
597,Plain Chachalaca,plainchachalaca,1e-4,NA,NA,NA,placha
598,Gray-headed Swamphen,grayheadedswamphen,1e-4,NA,NA,NA,purswa3
599,Red-necked Stint,redneckedstint,1e-4,NA,NA,NA,rensti
600,Sulphur-bellied Flycatcher,sulphurbelliedflycatcher,1e-4,NA,NA,NA,subfly
601,Yellow-chevroned Parakeet,yellowchevronedparakeet,1e-4,NA,NA,NA,yecpar
602,Altamira Oriole,altamiraoriole,0,NA,NA,NA,altori
603,Antillean Nighthawk,antilleannighthawk,0,NA,NA,NA,antnig
604,Aplomado Falcon,aplomadofalcon,0,NA,NA,NA,aplfal
605,Berylline Hummingbird,beryllinehummingbird,0,NA,NA,NA,berhum
606,Black-tailed Gull,blacktailedgull,0,NA,NA,NA,bktgul
607,Black-whiskered Vireo,blackwhiskeredvireo,0,NA,NA,NA,bkwvir
608,Black Rail,blackrail,0,NA,NA,NA,blkrai
609,Buff-breasted Flycatcher,buffbreastedflycatcher,0,NA,NA,NA,bubfly
610,Buff-bellied Hummingbird,buffbelliedhummingbird,0,NA,NA,NA,bubhum
611,Turquoise-fronted Parrot,turquoisefrontedparrot,0,NA,NA,NA,bufpar
612,Blue-throated Mountain-gem,bluethroatedmountaingem,0,NA,NA,NA,buthum
613,Clay-colored Thrush,claycoloredthrush,0,NA,NA,NA,clcrob
614,Colima Warbler,colimawarbler,0,NA,NA,NA,colwar
615,Crimson-collared Grosbeak,crimsoncollaredgrosbeak,0,NA,NA,NA,crcgro
616,Crescent-chested Warbler,crescentchestedwarbler,0,NA,NA,NA,crcwar
617,Fan-tailed Warbler,fantailedwarbler,0,NA,NA,NA,fatwar
618,Five-striped Sparrow,fivestripedsparrow,0,NA,NA,NA,fisspa
619,Fork-tailed Flycatcher,forktailedflycatcher,0,NA,NA,NA,fotfly
620,Mexican Violetear,mexicanvioletear,0,NA,NA,NA,grnvie1
621,Gunnison Sage-Grouse,gunnisonsagegrouse,0,NA,NA,NA,gusgro
622,Little Gull,littlegull,0,NA,NA,NA,litgul
623,Mangrove Cuckoo,mangrovecuckoo,0,NA,NA,NA,mancuc
624,Masked Duck,maskedduck,0,NA,NA,NA,masduc
625,Mexican Chickadee,mexicanchickadee,0,NA,NA,NA,mexchi
626,Northern Lapwing,northernlapwing,0,NA,NA,NA,norlap
627,Orange-billed Nightingale-Thrush,orangebillednightingalethrush,0,NA,NA,NA,obnthr1
628,Red-billed Pigeon,redbilledpigeon,0,NA,NA,NA,rebpig1
629,Cassia Crossbill,cassiacrossbill,0,NA,NA,NA,redcro9
630,Ridgway's Rail,ridgwaysrail,0,NA,NA,NA,ridrai1
631,Ringed Kingfisher,ringedkingfisher,0,NA,NA,NA,rinkin1
632,Rose-throated Becard,rosethroatedbecard,0,NA,NA,NA,rotbec
633,Ruddy Ground Dove,ruddygrounddove,0,NA,NA,NA,rugdov
634,Shiny Cowbird,shinycowbird,0,NA,NA,NA,shicow
635,Smooth-billed Ani,smoothbilledani,0,NA,NA,NA,smbani
636,Thick-billed Kingbird,thickbilledkingbird,0,NA,NA,NA,thbkin
637,Tropical Parula,tropicalparula,0,NA,NA,NA,tropar
638,Tufted Duck,tuftedduck,0,NA,NA,NA,tufduc
639,Violet-crowned Hummingbird,violetcrownedhummingbird,0,NA,NA,NA,vichum
640,White-cheeked Pintail,whitecheekedpintail,0,NA,NA,NA,whcpin
641,Morelet's Seedeater,moreletsseedeater,0,NA,NA,NA,whcsee1
642,White-winged Parakeet,whitewingedparakeet,0,NA,NA,NA,whwpar
643,Rufous-capped/Chestnut-capped Warbler,rufouscapped/chestnutcappedwarbler,0,NA,NA,NA,y00434
644,Yellow-green Vireo,yellowgreenvireo,0,NA,NA,NA,yegvir
645,NA,chicken,NA,chicken,NA,x,NA
